"","reg_date","state_name","Freq","region","id","month","year"
"277","2020-04-18","BAJA_CALIFORNIA_SUR",0,"03","3",4,2020
"278","2020-04-20","BAJA_CALIFORNIA_SUR",0,"03","3",4,2020
"279","2020-04-21","BAJA_CALIFORNIA_SUR",0,"03","3",4,2020
"280","2020-04-22","BAJA_CALIFORNIA_SUR",0,"03","3",4,2020
"281","2020-04-23","BAJA_CALIFORNIA_SUR",0,"03","3",4,2020
"282","2020-04-27","BAJA_CALIFORNIA_SUR",0,"03","3",4,2020
"283","2020-05-02","BAJA_CALIFORNIA_SUR",0,"03","3",5,2020
"284","2020-05-04","BAJA_CALIFORNIA_SUR",0,"03","3",5,2020
"285","2020-05-05","BAJA_CALIFORNIA_SUR",0,"03","3",5,2020
"286","2020-05-06","BAJA_CALIFORNIA_SUR",0,"03","3",5,2020
"287","2020-05-07","BAJA_CALIFORNIA_SUR",0,"03","3",5,2020
"288","2020-05-14","BAJA_CALIFORNIA_SUR",0,"03","3",5,2020
"289","2020-05-26","BAJA_CALIFORNIA_SUR",0,"03","3",5,2020
"290","2020-05-28","BAJA_CALIFORNIA_SUR",0,"03","3",5,2020
"291","2020-05-30","BAJA_CALIFORNIA_SUR",0,"03","3",5,2020
"292","2020-06-01","BAJA_CALIFORNIA_SUR",0,"03","3",6,2020
"293","2020-06-03","BAJA_CALIFORNIA_SUR",0,"03","3",6,2020
"294","2020-06-06","BAJA_CALIFORNIA_SUR",0,"03","3",6,2020
"295","2020-06-07","BAJA_CALIFORNIA_SUR",0,"03","3",6,2020
"296","2020-06-08","BAJA_CALIFORNIA_SUR",0,"03","3",6,2020
"297","2020-06-09","BAJA_CALIFORNIA_SUR",0,"03","3",6,2020
"298","2020-06-10","BAJA_CALIFORNIA_SUR",0,"03","3",6,2020
"299","2020-06-11","BAJA_CALIFORNIA_SUR",0,"03","3",6,2020
"300","2020-06-12","BAJA_CALIFORNIA_SUR",0,"03","3",6,2020
"301","2019-05-23","CAMPECHE",0,"04","4",5,2019
"302","2019-05-25","CAMPECHE",0,"04","4",5,2019
"303","2019-05-26","CAMPECHE",0,"04","4",5,2019
"304","2019-06-23","CAMPECHE",0,"04","4",6,2019
"305","2019-06-25","CAMPECHE",0,"04","4",6,2019
"306","2019-07-23","CAMPECHE",0,"04","4",7,2019
"307","2019-07-25","CAMPECHE",0,"04","4",7,2019
"308","2019-07-31","CAMPECHE",0,"04","4",7,2019
"309","2019-08-02","CAMPECHE",0,"04","4",8,2019
"310","2019-08-03","CAMPECHE",0,"04","4",8,2019
"311","2019-08-06","CAMPECHE",0,"04","4",8,2019
"312","2019-08-07","CAMPECHE",0,"04","4",8,2019
"313","2019-08-09","CAMPECHE",0,"04","4",8,2019
"314","2019-08-10","CAMPECHE",0,"04","4",8,2019
"315","2019-09-03","CAMPECHE",0,"04","4",9,2019
"316","2019-09-05","CAMPECHE",0,"04","4",9,2019
"317","2019-10-08","CAMPECHE",0,"04","4",10,2019
"318","2019-10-09","CAMPECHE",0,"04","4",10,2019
"319","2019-10-10","CAMPECHE",0,"04","4",10,2019
"320","2019-10-11","CAMPECHE",0,"04","4",10,2019
"321","2019-10-12","CAMPECHE",0,"04","4",10,2019
"322","2019-10-13","CAMPECHE",0,"04","4",10,2019
"323","2019-10-15","CAMPECHE",1,"04","4",10,2019
"324","2019-10-18","CAMPECHE",0,"04","4",10,2019
"325","2019-10-25","CAMPECHE",0,"04","4",10,2019
"326","2019-11-06","CAMPECHE",0,"04","4",11,2019
"327","2019-11-07","CAMPECHE",0,"04","4",11,2019
"328","2019-11-13","CAMPECHE",0,"04","4",11,2019
"329","2019-11-16","CAMPECHE",0,"04","4",11,2019
"330","2019-11-18","CAMPECHE",0,"04","4",11,2019
"331","2019-11-30","CAMPECHE",0,"04","4",11,2019
"332","2019-12-10","CAMPECHE",0,"04","4",12,2019
"333","2019-12-31","CAMPECHE",0,"04","4",12,2019
"334","2020-01-10","CAMPECHE",0,"04","4",1,2020
"335","2020-01-22","CAMPECHE",0,"04","4",1,2020
"336","2020-01-23","CAMPECHE",0,"04","4",1,2020
"337","2020-01-30","CAMPECHE",0,"04","4",1,2020
"338","2020-02-04","CAMPECHE",0,"04","4",2,2020
"339","2020-02-05","CAMPECHE",0,"04","4",2,2020
"340","2020-02-06","CAMPECHE",0,"04","4",2,2020
"341","2020-02-07","CAMPECHE",0,"04","4",2,2020
"342","2020-02-08","CAMPECHE",0,"04","4",2,2020
"343","2020-02-09","CAMPECHE",0,"04","4",2,2020
"344","2020-02-10","CAMPECHE",0,"04","4",2,2020
"345","2020-02-11","CAMPECHE",0,"04","4",2,2020
"346","2020-02-12","CAMPECHE",0,"04","4",2,2020
"347","2020-02-13","CAMPECHE",0,"04","4",2,2020
"348","2020-02-14","CAMPECHE",0,"04","4",2,2020
"349","2020-02-15","CAMPECHE",0,"04","4",2,2020
"350","2020-02-16","CAMPECHE",0,"04","4",2,2020
"351","2020-02-17","CAMPECHE",0,"04","4",2,2020
"352","2020-02-22","CAMPECHE",0,"04","4",2,2020
"353","2020-02-23","CAMPECHE",0,"04","4",2,2020
"354","2020-02-24","CAMPECHE",0,"04","4",2,2020
"355","2020-02-26","CAMPECHE",0,"04","4",2,2020
"356","2020-02-27","CAMPECHE",0,"04","4",2,2020
"357","2020-02-28","CAMPECHE",1,"04","4",2,2020
"358","2020-02-29","CAMPECHE",0,"04","4",2,2020
"359","2020-03-01","CAMPECHE",0,"04","4",3,2020
"360","2020-03-02","CAMPECHE",0,"04","4",3,2020
"361","2020-03-03","CAMPECHE",0,"04","4",3,2020
"362","2020-03-04","CAMPECHE",0,"04","4",3,2020
"363","2020-03-05","CAMPECHE",0,"04","4",3,2020
"364","2020-03-06","CAMPECHE",0,"04","4",3,2020
"365","2020-03-10","CAMPECHE",0,"04","4",3,2020
"366","2020-03-18","CAMPECHE",0,"04","4",3,2020
"367","2020-03-24","CAMPECHE",0,"04","4",3,2020
"368","2020-04-01","CAMPECHE",0,"04","4",4,2020
"369","2020-04-09","CAMPECHE",0,"04","4",4,2020
"370","2020-04-10","CAMPECHE",0,"04","4",4,2020
"371","2020-04-11","CAMPECHE",0,"04","4",4,2020
"372","2020-04-12","CAMPECHE",0,"04","4",4,2020
"373","2020-04-13","CAMPECHE",0,"04","4",4,2020
"374","2020-04-14","CAMPECHE",0,"04","4",4,2020
"375","2020-04-15","CAMPECHE",0,"04","4",4,2020
"376","2020-04-16","CAMPECHE",0,"04","4",4,2020
"377","2020-04-18","CAMPECHE",0,"04","4",4,2020
